#ID        name                 Mass_0             Z_0                spin_0             SN_0               Tstart_0           Mass_1             Z_1                spin_1             SN_1               Tstart_1           a                  e                  Tend               Dtout              Seed             
95         291708234326082      62.532             0.02               0.0                delayed            zams               39.838             0.02               0.0                delayed            zams               1.05e+03           0.692              end                end            510023885370275  
96         354939194017782      27.750             0.02               0.0                delayed            zams               23.225             0.02               0.0                delayed            zams               1.67e+04           0.598              end                end            563978815272156  
97         967124089823800      98.638             0.02               0.0                delayed            zams               68.616             0.02               0.0                delayed            zams               41.7               0.00228            end                end            582477573465862  
98         887164145963074      45.246             0.02               0.0                delayed            zams               9.328              0.02               0.0                delayed            zams               188                0.604              end                end            551562088657991  
99         438580988963614      27.446             0.02               0.0                delayed            zams               22.904             0.02               0.0                delayed            zams               470                0.906              end                end            521180470646441  
100        500997359608964      23.898             0.02               0.0                delayed            zams               20.012             0.02               0.0                delayed            zams               955                0.597              end                end            113455060159680  
101        784086551946638      27.752             0.02               0.0                delayed            zams               22.363             0.02               0.0                delayed            zams               555                0.268              end                end            596373281062114  
102        770315388106939      58.663             0.02               0.0                delayed            zams               29.772             0.02               0.0                delayed            zams               65.5               0.00246            end                end            986302441613009  
103        908068437498646      29.242             0.02               0.0                delayed            zams               27.501             0.02               0.0                delayed            zams               7.88e+03           0.0729             end                end            919083097274437  
104        544621228911031      33.875             0.02               0.0                delayed            zams               9.637              0.02               0.0                delayed            zams               170                0.855              end                end            503423056957990  
105        366851423474842      39.845             0.02               0.0                delayed            zams               34.709             0.02               0.0                delayed            zams               918                0.302              end                end            170690694029432  
106        329321126691647      28.644             0.02               0.0                delayed            zams               7.572              0.02               0.0                delayed            zams               3.2e+03            0.0889             end                end            346750879283159  
107        301179648355537      57.986             0.02               0.0                delayed            zams               7.854              0.02               0.0                delayed            zams               46.9               0.00134            end                end            73710323278577   
108        583661470821893      49.816             0.02               0.0                delayed            zams               30.993             0.02               0.0                delayed            zams               41.6               0.0297             end                end            672553519762675  
109        172534015371208      41.892             0.02               0.0                delayed            zams               17.322             0.02               0.0                delayed            zams               193                0.728              end                end            393126601034172  
110        415397360598525      22.365             0.02               0.0                delayed            zams               5.387              0.02               0.0                delayed            zams               376                0.741              end                end            313975168557520  
111        343661902092004      46.538             0.02               0.0                delayed            zams               19.060             0.02               0.0                delayed            zams               3.32e+03           0.612              end                end            438216432736988  
112        235057007253154      54.471             0.02               0.0                delayed            zams               18.873             0.02               0.0                delayed            zams               7.32e+04           0.702              end                end            36956559707438   
113        535849265364621      26.676             0.02               0.0                delayed            zams               14.866             0.02               0.0                delayed            zams               33.2               0.0707             end                end            745353868051167  
114        586167181067425      38.626             0.02               0.0                delayed            zams               35.759             0.02               0.0                delayed            zams               75                 0.308              end                end            733894316898521  
115        784046671070088      58.370             0.02               0.0                delayed            zams               53.138             0.02               0.0                delayed            zams               33.3               0.00604            end                end            852487482699144  
116        478355731029528      33.623             0.02               0.0                delayed            zams               32.843             0.02               0.0                delayed            zams               1.55e+03           0.103              end                end            735351871925162  
117        594090985253732      69.553             0.02               0.0                delayed            zams               49.296             0.02               0.0                delayed            zams               1.23e+03           0.159              end                end            479483225884950  
118        716995915231540      30.122             0.02               0.0                delayed            zams               16.846             0.02               0.0                delayed            zams               203                0.136              end                end            591698696198027  
119        356896082438830      37.070             0.02               0.0                delayed            zams               13.505             0.02               0.0                delayed            zams               168                0.198              end                end            994637135793825  
120        627747806544732      52.840             0.02               0.0                delayed            zams               38.798             0.02               0.0                delayed            zams               4.71e+04           0.0982             end                end            829411001332622  
121        381513139147217      22.898             0.02               0.0                delayed            zams               18.488             0.02               0.0                delayed            zams               80.5               0.334              end                end            726189269080653  
122        112724343569125      28.558             0.02               0.0                delayed            zams               19.645             0.02               0.0                delayed            zams               1.35e+04           0.622              end                end            570672454229852  
123        545411461077403      25.398             0.02               0.0                delayed            zams               10.309             0.02               0.0                delayed            zams               94.6               0.383              end                end            349238862029823  
124        923062869578289      26.791             0.02               0.0                delayed            zams               19.900             0.02               0.0                delayed            zams               3.53e+03           0.895              end                end            569721495869963  
125        778103510366368      29.387             0.02               0.0                delayed            zams               24.883             0.02               0.0                delayed            zams               524                0.456              end                end            996827374732045  
126        710096534484378      34.872             0.02               0.0                delayed            zams               25.426             0.02               0.0                delayed            zams               109                0.715              end                end            938978213387541  
127        603678979071614      92.372             0.02               0.0                delayed            zams               24.087             0.02               0.0                delayed            zams               5.39e+04           0.594              end                end            266484990866978  
128        525221497094019      25.486             0.02               0.0                delayed            zams               18.797             0.02               0.0                delayed            zams               3.96e+04           0.184              end                end            766190983802807  
129        815157515069579      33.752             0.02               0.0                delayed            zams               19.369             0.02               0.0                delayed            zams               25.4               0.00208            end                end            798276585779745  
130        676274572071254      106.550            0.02               0.0                delayed            zams               29.054             0.02               0.0                delayed            zams               35.1               0.012              end                end            796198533613636  
131        155802392111242      42.074             0.02               0.0                delayed            zams               20.350             0.02               0.0                delayed            zams               27.4               0.0127             end                end            685557004363280  
132        960997689949725      88.777             0.02               0.0                delayed            zams               66.447             0.02               0.0                delayed            zams               1.89e+04           0.0415             end                end            624241403974856  
133        666013849102010      47.577             0.02               0.0                delayed            zams               33.528             0.02               0.0                delayed            zams               326                0.0853             end                end            126065436597977  
134        978270597435578      38.465             0.02               0.0                delayed            zams               4.969              0.02               0.0                delayed            zams               101                0.0279             end                end            421804434770933  
135        618437313974676      56.106             0.02               0.0                delayed            zams               42.729             0.02               0.0                delayed            zams               323                0.172              end                end            457787790550389  
136        935065056736949      94.658             0.02               0.0                delayed            zams               70.408             0.02               0.0                delayed            zams               1.13e+04           0.0012             end                end            976985549608421  
137        690436996526134      35.543             0.02               0.0                delayed            zams               22.375             0.02               0.0                delayed            zams               300                0.0549             end                end            800544715234821  
138        900464503225788      40.643             0.02               0.0                delayed            zams               14.574             0.02               0.0                delayed            zams               389                0.296              end                end            836230456739626  
139        749092957911196      87.303             0.02               0.0                delayed            zams               53.377             0.02               0.0                delayed            zams               1.5e+04            0.431              end                end            848559945877674  
140        109136130700958      34.768             0.02               0.0                delayed            zams               28.704             0.02               0.0                delayed            zams               138                0.59               end                end            338138913799199  
141        241749376691876      50.278             0.02               0.0                delayed            zams               22.692             0.02               0.0                delayed            zams               29.6               0.0185             end                end            652615301166559  
142        157921543870973      50.579             0.02               0.0                delayed            zams               29.536             0.02               0.0                delayed            zams               1.21e+03           0.208              end                end            649729169182762  
143        719476373454241      51.823             0.02               0.0                delayed            zams               44.714             0.02               0.0                delayed            zams               3.19e+03           0.141              end                end            347699070399433  
144        150305746700143      23.972             0.02               0.0                delayed            zams               21.953             0.02               0.0                delayed            zams               25.7               0.068              end                end            866060684786545  
